PassengerId,Pclass,Age,SibSp,Parch,Fare,female,Embarked_S,Embarked_C,Embarked_Q,Title_Mr,Title_Mrs,Title_Miss,Title_Master,title_Other
809,2,39.0,0,0,13.0,0,1,0,0,1,0,0,0,0
810,1,33.0,1,0,53.1,1,1,0,0,0,1,0,0,0
811,3,26.0,0,0,7.8875,0,1,0,0,1,0,0,0,0
812,3,39.0,0,0,24.15,0,1,0,0,1,0,0,0,0
813,2,35.0,0,0,10.5,0,1,0,0,1,0,0,0,0
814,3,6.0,4,2,31.275,1,1,0,0,0,0,1,0,0
815,3,30.5,0,0,8.05,0,1,0,0,1,0,0,0,0
816,1,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
817,3,23.0,0,0,7.925,1,1,0,0,0,0,1,0,0
818,2,31.0,1,1,37.0042,0,0,1,0,1,0,0,0,0
819,3,43.0,0,0,6.45,0,1,0,0,1,0,0,0,0
820,3,10.0,3,2,27.9,0,1,0,0,0,0,0,1,0
821,1,52.0,1,1,93.5,1,1,0,0,0,1,0,0,0
822,3,27.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
823,1,38.0,0,0,0.0,0,1,0,0,0,0,0,0,1
824,3,27.0,0,1,12.475,1,1,0,0,0,1,0,0,0
825,3,2.0,4,1,39.6875,0,1,0,0,0,0,0,1,0
826,3,28.0,0,0,6.95,0,0,0,1,1,0,0,0,0
827,3,28.0,0,0,56.4958,0,1,0,0,1,0,0,0,0
828,2,1.0,0,2,37.0042,0,0,1,0,0,0,0,1,0
829,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
830,1,62.0,0,0,80.0,1,1,0,0,0,1,0,0,0
831,3,15.0,1,0,14.4542,1,0,1,0,0,1,0,0,0
832,2,0.83,1,1,18.75,0,1,0,0,0,0,0,1,0
833,3,28.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
834,3,23.0,0,0,7.8542,0,1,0,0,1,0,0,0,0
835,3,18.0,0,0,8.3,0,1,0,0,1,0,0,0,0
836,1,39.0,1,1,83.1583,1,0,1,0,0,0,1,0,0
837,3,21.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
838,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
839,3,32.0,0,0,56.4958,0,1,0,0,1,0,0,0,0
840,1,28.0,0,0,29.7,0,0,1,0,1,0,0,0,0
841,3,20.0,0,0,7.925,0,1,0,0,1,0,0,0,0
842,2,16.0,0,0,10.5,0,1,0,0,1,0,0,0,0
843,1,30.0,0,0,31.0,1,0,1,0,0,0,1,0,0
844,3,34.5,0,0,6.4375,0,0,1,0,1,0,0,0,0
845,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
846,3,42.0,0,0,7.55,0,1,0,0,1,0,0,0,0
847,3,28.0,8,2,69.55,0,1,0,0,1,0,0,0,0
848,3,35.0,0,0,7.8958,0,0,1,0,1,0,0,0,0
849,2,28.0,0,1,33.0,0,1,0,0,0,0,0,0,1
850,1,28.0,1,0,89.1042,1,0,1,0,0,1,0,0,0
851,3,4.0,4,2,31.275,0,1,0,0,0,0,0,1,0
852,3,74.0,0,0,7.775,0,1,0,0,1,0,0,0,0
853,3,9.0,1,1,15.2458,1,0,1,0,0,0,1,0,0
854,1,16.0,0,1,39.4,1,1,0,0,0,0,1,0,0
855,2,44.0,1,0,26.0,1,1,0,0,0,1,0,0,0
856,3,18.0,0,1,9.35,1,1,0,0,0,1,0,0,0
857,1,45.0,1,1,164.8667,1,1,0,0,0,1,0,0,0
858,1,51.0,0,0,26.55,0,1,0,0,1,0,0,0,0
859,3,24.0,0,3,19.2583,1,0,1,0,0,1,0,0,0
860,3,28.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
861,3,41.0,2,0,14.1083,0,1,0,0,1,0,0,0,0
862,2,21.0,1,0,11.5,0,1,0,0,1,0,0,0,0
863,1,48.0,0,0,25.9292,1,1,0,0,0,1,0,0,0
864,3,28.0,8,2,69.55,1,1,0,0,0,0,1,0,0
865,2,24.0,0,0,13.0,0,1,0,0,1,0,0,0,0
866,2,42.0,0,0,13.0,1,1,0,0,0,1,0,0,0
867,2,27.0,1,0,13.8583,1,0,1,0,0,0,1,0,0
868,1,31.0,0,0,50.4958,0,1,0,0,1,0,0,0,0
869,3,28.0,0,0,9.5,0,1,0,0,1,0,0,0,0
870,3,4.0,1,1,11.1333,0,1,0,0,0,0,0,1,0
871,3,26.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
872,1,47.0,1,1,52.5542,1,1,0,0,0,1,0,0,0
873,1,33.0,0,0,5.0,0,1,0,0,1,0,0,0,0
874,3,47.0,0,0,9.0,0,1,0,0,1,0,0,0,0
875,2,28.0,1,0,24.0,1,0,1,0,0,1,0,0,0
876,3,15.0,0,0,7.225,1,0,1,0,0,0,1,0,0
877,3,20.0,0,0,9.8458,0,1,0,0,1,0,0,0,0
878,3,19.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
879,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
880,1,56.0,0,1,83.1583,1,0,1,0,0,1,0,0,0
881,2,25.0,0,1,26.0,1,1,0,0,0,1,0,0,0
882,3,33.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
883,3,22.0,0,0,10.5167,1,1,0,0,0,0,1,0,0
884,2,28.0,0,0,10.5,0,1,0,0,1,0,0,0,0
885,3,25.0,0,0,7.05,0,1,0,0,1,0,0,0,0
886,3,39.0,0,5,29.125,1,0,0,1,0,1,0,0,0
887,2,27.0,0,0,13.0,0,1,0,0,0,0,0,0,1
888,1,19.0,0,0,30.0,1,1,0,0,0,0,1,0,0
889,3,28.0,1,2,23.45,1,1,0,0,0,0,1,0,0
890,1,26.0,0,0,30.0,0,0,1,0,1,0,0,0,0
891,3,32.0,0,0,7.75,0,0,0,1,1,0,0,0,0
